SKU,name,orderedQuantity,stockLevel,restockingLeadTime
GGOEGAXL065930," Toddler Raglan Shirt Blue Heather/Navy",18,20,14
GGOEYAAB031816," Men's Short Sleeve Hero Tee Black",18,20,19
GGOEGAAX0573," Men's Lightweight Microfleece Jacket Black",18,20,19
GGOEYAEJ029013," Women's Short Sleeve Hero Tee Charcoal",11,21,17
GGOEGAYB068024," Youth Baseball Raglan Heather/Black",11,21,18
GGOEGAEJ028116," Women's Short Sleeve Badge Tee Grey",11,21,18
GGOEGAAX0602," Women's 1/4 Zip Performance Pullover Black",12,21,12
GGOEGAYB068026," Youth Baseball Raglan Heather/Black",12,21,16
GGOEGAAC035015," Men's Bayside Graphic Tee",12,21,18
GGOEGAAX0626,Android Infant Short Sleeve Tee Pink,13,21,7
GGOEYAWJ061454," Onesie Heather",13,21,10
GGOEGAAJ032713," Men's Long & Lean Tee Grey",13,21,16
GGOEYAAB031817," Men's Short Sleeve Hero Tee Black",13,21,18
GGOEGAAX0590," Men's Short Sleeve Performance Badge Tee Navy",15,21,9
GGOEGAAX0361,Android Women's Fleece Hoodie,16,21,13
GGOEAAAP081213,Android Men's Take Charge Short Sleeve Tee Purple,16,21,14
GGOEGAPB058612," Women's Yoga Jacket Black",17,21,17
GGOEGAEJ035314," Vintage Henley Grey/Black",19,21,9
GGOEGAEJ028114," Women's Short Sleeve Badge Tee Grey",19,21,12
GGOEGAWH061349," Onesie Green",19,21,13
GGOEAAAJ080814,Android Men's Engineer Short Sleeve Tee Charcoal,12,22,6
GGOEGAAX0659," Toddler Raglan Shirt Blue Heather/Navy",12,22,10
GGOEYAAJ033016," Men's Long & Lean Tee Charcoal",12,22,17
GGOEGAAJ032717," Men's Long & Lean Tee Grey",14,22,18
GGOEGAXC065229," Toddler Short Sleeve T-shirt Royal Blue",16,22,7
GGOEYAEJ029516," Women's Short Sleeve Tri-blend Badge Tee Charcoal",20,22,6
GGOEGAYH067926," Youth Girl Tee Green",20,22,7
GGOEGAWR061150," Onesie Red",20,22,9
GGOEYAFB073116," Men's Fleece Hoodie Black",20,22,12
GGOEAAXN066328,Android Toddler Short Sleeve T-shirt Pink,20,22,19
GGOEGALB036517," Women's Scoop Neck Tee Black",13,23,7
GGOEGAEJ035316," Vintage Henley Grey/Black",13,23,11
GGOEAAEJ035715,Android Men's Vintage Tank,15,23,19
GGOEGAAX0593," Men's Airflow 1/4 Zip Pullover Lapis",16,23,8
GGOEGAAX0625,Android Infant Short Sleeve Tee Pewter,16,23,16
GGOEGALJ036414," Women's Tee Grey",16,23,19
GGOEGAAJ073416," Men's Short Sleeve Hero Tee Heather",18,23,14
GGOEGALB036516," Women's Scoop Neck Tee Black",20,23,5
GGOEYAAJ032513," Men's Short Sleeve Hero Tee Charcoal",20,23,18
GGOEGALJ036415," Women's Tee Grey",21,23,17
GGOEGAAX0284,Women's  Short Sleeve Hero Tee Black,22,23,11
GGOEGADJ056816," Men's Watershed Full Zip Hoodie Grey",13,25,5
GGOEGAEJ030815," Women's Long Sleeve Blended Cardigan Charcoal",13,25,13
GGOEGAEA030416," Womens 3/4 Sleeve Baseball Raglan Heather/Black",13,25,15
GGOEGAAJ059113," Men's Short Sleeve Performance Badge Tee Pewter",13,25,16
GGOEGALL074615," Women's Short Sleeve Badge Tee Navy",14,25,9
GGOENEBQ081699," Protect Smoke + CO White Battery Alarm - CA",14,25,9
GGOEGAER029713," Women's Short Sleeve Hero Tee Red Heather",14,25,17
GGOEAAXC066428,Android Toddler Short Sleeve T-shirt Aqua,15,25,15
GGOEGALJ072914," Women's Performance Hero Tee Gunmetal",15,25,15
GGOEGATB060615," Women's Convertible Vest-Jacket Black",16,25,8
GGOEGAAC035013," Men's Bayside Graphic Tee",16,25,15
GGOEGAAJ032317," Men's Short Sleeve Hero Tee Charcoal",18,25,8
GGOEGAAX0607," Women's Convertible Vest-Jacket Sea Foam Green",22,25,8
GGOEGALP034315," Women's Vintage Hero Tee Lavender",14,26,10
GGOEAAAL081114,Android Men's Pep Rally Short Sleeve Tee Navy,15,26,18
GGOEGAAC032115," Men's Short Sleeve Hero Tee Light Blue",16,26,10
GGOEGAAJ032716," Men's Long & Lean Tee Grey",16,26,17
GGOEWFKA083099," Mood Happy Window Decal",17,26,6
GGOEAAAJ080813,Android Men's Engineer Short Sleeve Tee Charcoal,17,26,11
GGOEGAAX0571," Men's Performance 1/4 Zip Pullover Heather/Black",17,26,17
GGOEAAXC066455,Android Toddler Short Sleeve T-shirt Aqua,18,26,13
GGOEYAYR068625," Youth Short Sleeve Tee Red",18,26,13
GGOEYAEA035116," Men's Vintage Henley",19,26,7
GGOEGAAX0304," Women's 3/4 Sleeve Baseball Raglan Heather/Black",19,26,9
GGOEGAEJ028113," Women's Short Sleeve Badge Tee Grey",19,26,15
GGOEGAAX0614," Onesie Heather",25,26,11
GGOEGAXR065128," Toddler Short Sleeve Tee Red",14,27,8
GGOEGADJ059713," Men's Quilted Insulated Vest Battleship Grey",14,27,12
GGOEGADB056916," Men's Performance Full Zip Jacket Black",15,27,6
GGOEYAAB031813," Men's Short Sleeve Hero Tee Black",15,27,6
GGOEGAXC065630," Toddler Hoodie Royal Blue",18,27,12
GGOEGADB059614," Men's Quilted Insulated Vest Black",20,27,8
GGOEGAFJ036215," Men's Pullover Hoodie Grey",21,27,13
GGOEAAAJ032913,Android Men's Long & Lean Badge Tee Charcoal,24,27,13
GGOEAAEH035215,Android Men's Vintage Henley,25,27,19
GGOEGALQ036616," Women's Scoop Neck Tee White",26,27,14
GGOEAAEJ033416,Android Men's Long Sleeve Badge Crew Tee Heather,15,28,9
GGOEGAAX0680," Youth Baseball Raglan Heather/Black",17,28,13
GGOEGAAX0309,Android Women's Long Sleeve Blended Cardigan Grey,18,28,18
GGOEAAXN066355,Android Toddler Short Sleeve T-shirt Pink,21,28,12
GGOEGATC060313," Women's 1/4 Zip Performance Pullover Two-Tone Blue",21,28,13
GGOEAAYC068724,Android Youth Short Sleeve T-shirt Aqua,25,28,6
GGOEGAAX0106," Men's 100% Cotton Short Sleeve Hero Tee Navy",15,29,6
GGOEGAAR010717," Men's 100% Cotton Short Sleeve Hero Tee Red",15,29,8
GGOEGAAJ073414," Men's Short Sleeve Hero Tee Heather",15,29,11
GGOEAAWT061753,Android Onesie Gold,15,29,15
GGOEAAEJ030914,Android Women's Long Sleeve Blended Cardigan Grey,17,29,7
GGOEGALP036313," Women's Long Sleeve Tee Lavender",20,29,14
GGOEGAYL068124," Youth Sports Tee Navy",22,29,14
GGOEGAAJ080613," Men's Bike Short Sleeve Tee Charcoal",24,29,16
GGOEGAAX0628," Infant Zip Hood Royal Blue",26,29,10
GGOEGAXJ065755," Toddler 1/4 Zip Fleece Pewter",26,29,14
GGOEGAAX0591," Men's Short Sleeve Performance Badge Tee Pewter",27,29,15
GGOEGAWH061353," Onesie Green",27,29,15
GGOEGAEJ035313," Vintage Henley Grey/Black",16,30,6
GGOEGAWQ062250," Infant Short Sleeve Tee White",16,30,13
GGOEAAAH083314,Android Men's Paradise Short Sleeve Tee Olive,18,30,14
GGOEGAAX0652," Toddler Short Sleeve T-shirt Royal Blue",19,30,6
GGOEAAAJ032917,Android Men's Long & Lean Badge Tee Charcoal,20,30,5
GGOEGAWC062850," Infant Zip Hood Royal Blue",21,30,10
GGOEGAXJ065728," Toddler 1/4 Zip Fleece Pewter",27,30,18
GGOEGAAJ057016," Men's Short Sleeve Performance Badge Tee Charcoal",29,30,5
GGOEGAAX0682," Youth Short Sleeve Tee Red",16,31,14
GGOEGALP034313," Women's Vintage Hero Tee Lavender",17,31,11
GGOEGAAX0355," Men's Vintage Tank",18,31,17
GGOEGAWR061048," Onesie Red/Graphite",20,31,5
GGOEGAWQ062249," Infant Short Sleeve Tee White",22,31,14
GGOEGAEA030413," Womens 3/4 Sleeve Baseball Raglan Heather/Black",23,31,9
GGOEGAWR061149," Onesie Red",24,31,16
GGOEGADC059315," Men's Airflow 1/4 Zip Pullover Lapis",24,31,17
GGOEGAAX0690," Youth Short Sleeve Tee White",29,31,19
GGOEGALL074614," Women's Short Sleeve Badge Tee Navy",29,31,19
GGOEGAYH068456," Youth Short Sleeve T-shirt Green",17,32,9
GGOEAAWN062648,Android Infant Short Sleeve Tee Pink,19,32,17
GGOEYAAQ031716," Men's Short Sleeve Hero Tee White",20,32,10
GGOEAOBH078799,Android Luggage Tag,22,32,15
GGOEGAEA030414," Womens 3/4 Sleeve Baseball Raglan Heather/Black",23,32,13
GGOEGAAX0596," Men's Quilted Insulated Vest Black",26,32,8
GGOEGATH060713," Women's Convertible Vest-Jacket Sea Foam Green",27,32,11
GGOEGAAX0350," Men's Bayside Graphic Tee",17,33,8
GGOEGAAX0619," Infant Short Sleeve Tee Royal Blue",17,33,11
GGOEGAPB057813,Women's Performance Full Zip Jacket Black,17,33,14
GGOEYAAJ032515," Men's Short Sleeve Hero Tee Charcoal",17,33,18
GGOEGAAX0296," Women's Short Sleeve Tri-blend Badge Tee Grey",19,33,15
GGOEGAEA030415," Womens 3/4 Sleeve Baseball Raglan Heather/Black",19,33,15
GGOEYAAJ033015," Men's Long & Lean Tee Charcoal",21,33,10
GGOEGALL074613," Women's Short Sleeve Badge Tee Navy",22,33,8
GGOEGAAX0586," Women's Yoga Jacket Black",23,33,6
GGOEGAAX0362," Men's Pullover Hoodie Grey",25,33,5
GGOEGAXJ065729," Toddler 1/4 Zip Fleece Pewter",29,33,7
GGOEGAAX0681," Youth Sports Tee Navy",29,33,18
GGOEGAEJ031315," Tri-blend Hoodie Grey",28,34,12
GGOEAHPB076115,Android Stretch Fit Hat,18,34,8
GGOEAAWT061748,Android Onesie Gold,19,34,9
GGOEGAAJ080617," Men's Bike Short Sleeve Tee Charcoal",19,34,11
GGOEGAPB058613," Women's Yoga Jacket Black",20,34,8
GGOEGAAR010713," Men's 100% Cotton Short Sleeve Hero Tee Red",21,34,10
GGOEGAAX0344," Women's Vintage Hero Tee Platinum",32,34,5
GGOEGAEJ030814," Women's Long Sleeve Blended Cardigan Charcoal",34,37,8
GGOEYAWJ061450," Onesie Heather",19,37,6
GGOEYAWJ061448," Onesie Heather",19,37,7
GGOEGAYL068125," Youth Sports Tee Navy",19,37,14
GGOEGAAX0308," Women's Long Sleeve Blended Cardigan Charcoal",20,37,18
GGOEGAAX0352,Android Men's Vintage Henley,21,37,15
GGOEGAAL010613," Men's 100% Cotton Short Sleeve Hero Tee Navy",21,37,16
GGOEGAEB027816," Women's Short Sleeve Hero Tee Black",21,37,17
GGOEGAWR061154," Onesie Red",27,37,8
GGOEGALQ034215," Women's Vintage Hero Tee White",29,37,19
GGOEYAEB028414,Women's  Short Sleeve Hero Tee Black,31,37,13
GGOEGATB060614," Women's Convertible Vest-Jacket Black",31,37,17
GGOEGEHQ072499," 2200mAh Micro Charger",34,38,11
GGOEGGCX056399,Gift Card - $250.00,22,38,10
GGOEGAAX0320,Android Men's Short Sleeve Hero Tee White,22,38,11
GGOEYAYR068624," Youth Short Sleeve Tee Red",26,38,18
GGOEGAAX0685," Youth Short Sleeve T-shirt Yellow",27,38,7
GGOEAAYJ068824,Android Youth Short Sleeve T-shirt Pewter,27,38,12
GGOEYAAB031815," Men's Short Sleeve Hero Tee Black",36,39,10
GGOEGAAX0687,Android Youth Short Sleeve T-shirt Aqua,24,39,18
GGOEGADJ059715," Men's Quilted Insulated Vest Battleship Grey",30,39,5
GGOEWCKQ085457," Pack of 9 Decal Set",31,39,18
GGOEYAAQ031715," Men's Short Sleeve Hero Tee White",37,39,7
GGOEYAAB031814," Men's Short Sleeve Hero Tee Black",35,40,14
GGOEGBRB079599,25L Classic Rucksack,28,40,15
GGOEGAAX0671," Toddler Short Sleeve Tee White",21,40,10
GGOEGAAX0686," Youth Short Sleeve Tee Red",22,40,6
GGOEGBRD079699,25L Classic Rucksack,23,40,16
GGOEGAAX0364," Women's Tee Grey",26,40,13
GGOEGAER029714," Women's Short Sleeve Hero Tee Red Heather",29,40,9
GGOENEBQ081599," Cam Outdoor Security Camera - CA",37,40,18
GGOEYAAJ032514," Men's Short Sleeve Hero Tee Charcoal",28,41,12
GGOEGAAX0279," Women's Short Sleeve Hero Tee White",21,41,5
GGOEGAFB035813," Men's  Zip Hoodie",21,41,12
GGOEGAFB035816," Men's  Zip Hoodie",22,41,10
GGOEGADB059214," Men's Airflow 1/4 Zip Pullover Black",22,41,15
GGOEGAER035515," Men's Vintage Tank",23,41,5
GGOEAAAL081115,Android Men's Pep Rally Short Sleeve Tee Navy,23,41,11
GGOEGADB059215," Men's Airflow 1/4 Zip Pullover Black",24,41,9
GGOEGAAX0042,Android Stretch Fit Hat,24,41,16
GGOEGAXC065629," Toddler Hoodie Royal Blue",27,41,19
GGOEGAAQ010417," Men's 100% Cotton Short Sleeve Hero Tee White",32,41,15
GGOEGALJ034414," Women's Vintage Hero Tee Platinum",34,42,6
GGOEAAAJ032916,Android Men's Long & Lean Badge Tee Charcoal,28,42,11
GGOEGAEJ030813," Women's Long Sleeve Blended Cardigan Charcoal",23,42,10
GGOEGAYL068126," Youth Sports Tee Navy",25,42,14
GGOEYAAJ033014," Men's Long & Lean Tee Charcoal",29,42,11
GGOEGOCT019199,Red Spiral  Notebook,316,43,8
GGOEAAEH035214,Android Men's Vintage Henley,24,43,15
GGOEGAAX0295," Women's Short Sleeve Tri-blend Badge Tee Charcoal",24,43,18
GGOEYAWJ061453," Onesie Heather",26,43,14
GGOEGAAJ057013," Men's Short Sleeve Performance Badge Tee Charcoal",27,43,15
GGOEGALP034314," Women's Vintage Hero Tee Lavender",27,43,17
GGOEAAEJ033413,Android Men's Long Sleeve Badge Crew Tee Heather,29,43,14
GGOEGAAX0330," Men's Long & Lean Tee Charcoal",38,43,12
GGOEAAAP081215,Android Men's Take Charge Short Sleeve Tee Purple,23,44,10
GGOEGALJ060114," Women's Short Sleeve Performance Tee Pewter",27,44,5
GGOEGADB056614,Men's Weatherblock Shell Jacket Black,27,44,7
GGOEGAAX0291," Women's Short Sleeve Hero Tee Sky Blue",27,44,9
GGOEGKWR060810," Bib Red",27,44,15
GGOEGAAX0657," Toddler 1/4 Zip Fleece Pewter",31,44,17
GGOEGATB060613," Women's Convertible Vest-Jacket Black",33,44,8
GGOEGAAL010616," Men's 100% Cotton Short Sleeve Hero Tee Navy",44,50,5
GGOEGAAB010517," Men's 100% Cotton Short Sleeve Hero Tee Black",36,50,8
GGOEGALQ036615," Women's Scoop Neck Tee White",43,50,11
GGOEGAAX0289," Women's Short Sleeve Hero Dark Grey",26,50,5
GGOEGPXC023299," Collapsible Pet Bowl",27,50,6
GGOEGAWH061354," Onesie Green",33,50,11
GGOEGAYT068526," Youth Short Sleeve T-shirt Yellow",26,51,15
GGOEGAEQ027915," Women's Short Sleeve Hero Tee White",29,51,12
GGOEGADB059615," Men's Quilted Insulated Vest Black",31,51,9
GGOEGAEJ028016," Women's Short Sleeve Hero Tee Grey",33,51,6
GGOEGAAX0656," Toddler Hoodie Royal Blue",33,51,7
GGOEGADJ056813," Men's Watershed Full Zip Hoodie Grey",35,54,9
GGOEGAAX0213,Yoga Mat,29,54,5
GGOEGAAX0569," Men's Performance Full Zip Jacket Black",33,54,12
GGOEGAWN062748," Infant Zip Hood Pink",41,54,13
GGOEGAAX0290," Women's Short Sleeve Hero Tee Charcoal",45,54,16
GGOEGALQ036613," Women's Scoop Neck Tee White",39,59,6
GGOEGAAX0231," Collapsible Pet Bowl",39,59,15
GGOEGAYT068525," Youth Short Sleeve T-shirt Yellow",33,59,14
GGOEYAEA035117," Men's Vintage Henley",37,59,8
GGOEAHPJ004314,Android Stretch Fit Hat M/L,37,59,13
GGOEGAAJ032314," Men's Short Sleeve Hero Tee Charcoal",49,59,12
GGOEGEHQ072599," 4400mAh Power Bank",50,65,7
GGOEYAEA035114," Men's Vintage Henley",46,65,11
GGOEGAAX0329,Android Men's Long & Lean Badge Tee Charcoal,39,65,18
GGOEGALJ034415," Women's Vintage Hero Tee Platinum",36,65,19
GGOEGAAX0343," Women's Vintage Hero Tee Lavender",33,65,17
GGOEGAEQ027913," Women's Short Sleeve Hero Tee White",38,65,7
GGOEAAXN066329,Android Toddler Short Sleeve T-shirt Pink,54,70,11
GGOEGAEC033116," Men's Long Sleeve Raglan Ocean Blue",39,70,15
GGOEAAXN066330,Android Toddler Short Sleeve T-shirt Pink,44,70,19
GGOEGAAJ080616," Men's Bike Short Sleeve Tee Charcoal",41,70,11
GGOEGADB056915," Men's Performance Full Zip Jacket Black",41,70,18
GGOEGALB034117," Women's Vintage Hero Tee Black",59,74,13
GGOEGAAH034017," Men's Vintage Badge Tee Sage",40,74,14
GGOEGAAL010614," Men's 100% Cotton Short Sleeve Hero Tee Navy",62,74,15
GGOEYAEB035615," Men's Vintage Tank",52,74,15
GGOEGAAQ033913," Men's Vintage Badge Tee White",41,74,18
GGOEGAWQ062948," Baby Essentials Set",261,77,10
GGOEAAYC068756,Android Youth Short Sleeve T-shirt Aqua,64,77,13
GGOEGGCX056199,Gift Card- $100.00,45,77,10
GGOEAAYC068725,Android Youth Short Sleeve T-shirt Aqua,51,77,7
GGOEGAAX0299," Women's V-Neck Tee Charcoal",51,77,8
